model,scenario,year,project_id,asset_class,region,base_dep_factor_GHG_tCO2e,base_dep_factor_Employment_FTE,base_dep_factor_Water_1000m3,base_dep_factor_ValueAdded_M$,GHG_dep_tCO2e,Employment_dep_FTE,Water_dep_1000m3,ValueAdded_dep_M$
OSeMOSYS,SSP5-8.5,2025.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,23168.18961552941,1070.7389333037834,219.42776425804095,93.58813006642269
OSeMOSYS,SSP5-8.5,2025.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,649097.1112104399,31469.476775773986,5248.871413436933,2310.8499888884357
OSeMOSYS,SSP5-8.5,2025.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,37.03437950718333,1.8444727162333334,0.3635709760466964,0.16353532414505556
OSeMOSYS,SSP5-8.5,2025.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,25.635310547291667,1.2755412719833334,0.2517434600234451,0.11309919347241668
OSeMOSYS,SSP5-8.5,2030.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,10359.61261198669,912.5284310412444,109.62783330212918,41.54880713569211
OSeMOSYS,SSP5-8.5,2030.0,Hydro_AS,Energy,Asia,87.99653333333333,90.44097777777777,141.1452,123.18168888888889,84258.46233329507,3829.910623111844,840.4317902593817,194.0095702943822
OSeMOSYS,SSP5-8.5,2030.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,676.5723811109334,30.524477778622224,5.597212331542993,2.6235325262754445
OSeMOSYS,SSP5-8.5,2030.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,98951.9390008643,6341.251672905068,860.65372399231,349.03046597066856
OSeMOSYS,SSP5-8.5,2030.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,7791.562735464921,705.2554312908,88.6036406880884,33.21239897579222
OSeMOSYS,SSP5-8.5,2030.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,21350.928103534556,1080.3280011976,206.84236712419536,94.39148049928001
OSeMOSYS,SSP5-8.5,2030.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,598206.8368159548,31753.044773275426,4949.096097412328,2330.7868173852607
OSeMOSYS,SSP5-8.5,2030.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,34.130591212873334,1.8610500473111113,0.34273072675817895,0.16492948762055556
OSeMOSYS,SSP5-8.5,2030.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,23.625683170291666,1.2872719333111111,0.23730800106068906,0.11406214653666667
OSeMOSYS,SSP5-8.5,2040.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,3979.5550443242882,1018.0013063383245,54.6721077345937,46.33978598514502
